Algorithm,Problem,Operator,Execucion,Generation,HV_gen
nsgaiii,wfg3,baseline,0,249,0.5226605247262093
nsgaiii,wfg3,baseline,1,249,0.5320091747212581
nsgaiii,wfg3,baseline,2,249,0.5241163925386759
nsgaiii,wfg3,baseline,3,249,0.5178277726860233
nsgaiii,wfg3,baseline,4,249,0.5413868190330142
nsgaiii,wfg3,baseline,5,249,0.5304092783958121
nsgaiii,wfg3,baseline,6,249,0.5371244397286434
nsgaiii,wfg3,baseline,7,249,0.5332279936211661
nsgaiii,wfg3,baseline,8,249,0.5249671247448569
nsgaiii,wfg3,baseline,9,249,0.5329117219617869
nsgaiii,wfg3,baseline,10,249,0.5151879491583999
nsgaiii,wfg3,baseline,11,249,0.5010545604705139
nsgaiii,wfg3,baseline,12,249,0.542781424623327
nsgaiii,wfg3,baseline,13,249,0.5311589209824701
nsgaiii,wfg3,baseline,14,249,0.5341298160529073
nsgaiii,wfg3,baseline,15,249,0.5231261230638152
nsgaiii,wfg3,baseline,16,249,0.529664567805019
nsgaiii,wfg3,baseline,17,249,0.5379467649040541
nsgaiii,wfg3,baseline,18,249,0.5327124930192177
nsgaiii,wfg3,baseline,19,249,0.5253626160627052
nsgaiii,wfg3,sam_energy,0,249,0.5346234129578409
nsgaiii,wfg3,sam_energy,1,249,0.5350794416972185
nsgaiii,wfg3,sam_energy,2,249,0.5296184127499612
nsgaiii,wfg3,sam_energy,3,249,0.5405020620370766
nsgaiii,wfg3,sam_energy,4,249,0.5324780694915263
nsgaiii,wfg3,sam_energy,5,249,0.5357117972084227
nsgaiii,wfg3,sam_energy,6,249,0.5388178542396004
nsgaiii,wfg3,sam_energy,7,249,0.5208729166191622
nsgaiii,wfg3,sam_energy,8,249,0.5115082734500198
nsgaiii,wfg3,sam_energy,9,249,0.536100116440873
nsgaiii,wfg3,sam_energy,10,249,0.5231911046949114
nsgaiii,wfg3,sam_energy,11,249,0.5280808628539074
nsgaiii,wfg3,sam_energy,12,249,0.5399663671004356
nsgaiii,wfg3,sam_energy,13,249,0.5253524813354863
nsgaiii,wfg3,sam_energy,14,249,0.5329404862482904
nsgaiii,wfg3,sam_energy,15,249,0.5287732908756884
nsgaiii,wfg3,sam_energy,16,249,0.5184386104313953
nsgaiii,wfg3,sam_energy,17,249,0.5376493138076065
nsgaiii,wfg3,sam_energy,18,249,0.5320808045719633
nsgaiii,wfg3,sam_energy,19,249,0.53205140945566
nsgaiii,wfg3,sam_redd,0,249,0.5338690839624938
nsgaiii,wfg3,sam_redd,1,249,0.5415875710360422
nsgaiii,wfg3,sam_redd,2,249,0.5378026041333789
nsgaiii,wfg3,sam_redd,3,249,0.5368020925159029
nsgaiii,wfg3,sam_redd,4,249,0.5145265943730867
nsgaiii,wfg3,sam_redd,5,249,0.5390399214211545
nsgaiii,wfg3,sam_redd,6,249,0.5325526305212348
nsgaiii,wfg3,sam_redd,7,249,0.5390520055848939
nsgaiii,wfg3,sam_redd,8,249,0.5314991482913956
nsgaiii,wfg3,sam_redd,9,249,0.5380964648716797
nsgaiii,wfg3,sam_redd,10,249,0.5246429990871695
nsgaiii,wfg3,sam_redd,11,249,0.5406877029515147
nsgaiii,wfg3,sam_redd,12,249,0.5344217707026051
nsgaiii,wfg3,sam_redd,13,249,0.5194321411185723
nsgaiii,wfg3,sam_redd,14,249,0.5261712288106783
nsgaiii,wfg3,sam_redd,15,249,0.5156233570911971
nsgaiii,wfg3,sam_redd,16,249,0.5236672493491423
