Algoritmo,Problema,Operador,Ejecucion,Generacion,HV_gen
nsgaii,wfg7,baseline,0,249,0.6530285512587782
nsgaii,wfg7,baseline,1,249,0.6603026543490138
nsgaii,wfg7,baseline,2,249,0.6516836488243958
nsgaii,wfg7,baseline,3,249,0.6567626954744284
nsgaii,wfg7,baseline,4,249,0.6589329336784826
nsgaii,wfg7,baseline,5,249,0.6510125717332358
nsgaii,wfg7,baseline,6,249,0.6564903361877348
nsgaii,wfg7,baseline,7,249,0.6419657433382244
nsgaii,wfg7,baseline,8,249,0.6483852496169992
nsgaii,wfg7,baseline,9,249,0.6430563058040446
nsgaii,wfg7,baseline,10,249,0.6613398123680141
nsgaii,wfg7,baseline,11,249,0.6457804550009685
nsgaii,wfg7,baseline,12,249,0.6565391288743706
nsgaii,wfg7,baseline,13,249,0.6567909771191908
nsgaii,wfg7,baseline,14,249,0.6659609683855358
nsgaii,wfg7,baseline,15,249,0.671685391154298
nsgaii,wfg7,baseline,16,249,0.6577973329853821
nsgaii,wfg7,baseline,17,249,0.6625728045030176
nsgaii,wfg7,baseline,18,249,0.6675847991544328
nsgaii,wfg7,baseline,19,249,0.6500705713455666
nsgaii,wfg7,sam_energy,0,249,0.6593344575046294
nsgaii,wfg7,sam_energy,1,249,0.6499394120719506
nsgaii,wfg7,sam_energy,2,249,0.6543232602924776
nsgaii,wfg7,sam_energy,3,249,0.6611746034941879
nsgaii,wfg7,sam_energy,4,249,0.6481576813661291
nsgaii,wfg7,sam_energy,5,249,0.650817582986777
nsgaii,wfg7,sam_energy,6,249,0.6597020767620476
nsgaii,wfg7,sam_energy,7,249,0.6441517178563525
nsgaii,wfg7,sam_energy,8,249,0.6556641753186009
nsgaii,wfg7,sam_energy,9,249,0.6665255130116005
nsgaii,wfg7,sam_energy,10,249,0.6576543945166435
nsgaii,wfg7,sam_energy,11,249,0.6676916087156393
nsgaii,wfg7,sam_energy,12,249,0.649099033244468
nsgaii,wfg7,sam_energy,13,249,0.6606667652653258
nsgaii,wfg7,sam_energy,14,249,0.6499935728837519
nsgaii,wfg7,sam_energy,15,249,0.662857361193021
nsgaii,wfg7,sam_energy,16,249,0.6610054421504188
nsgaii,wfg7,sam_energy,17,249,0.6636602211443148
nsgaii,wfg7,sam_energy,18,249,0.6447594736836572
nsgaii,wfg7,sam_energy,19,249,0.6351646866462258
nsgaii,wfg7,sam_uniform,0,249,0.6594118779147701
nsgaii,wfg7,sam_uniform,1,249,0.6437592391519602
nsgaii,wfg7,sam_uniform,2,249,0.6627951810410178
nsgaii,wfg7,sam_uniform,3,249,0.6474983391516632
nsgaii,wfg7,sam_uniform,4,249,0.6530943227698212
nsgaii,wfg7,sam_uniform,5,249,0.659618157181268
nsgaii,wfg7,sam_uniform,6,249,0.6719230718557101
nsgaii,wfg7,sam_uniform,7,249,0.6583221296501527
nsgaii,wfg7,sam_uniform,8,249,0.6389612906332145
nsgaii,wfg7,sam_uniform,9,249,0.6565966006590208
nsgaii,wfg7,sam_uniform,10,249,0.6694163497842425
nsgaii,wfg7,sam_uniform,11,249,0.660129422731183
nsgaii,wfg7,sam_uniform,12,249,0.6510113098361692
nsgaii,wfg7,sam_uniform,13,249,0.650127863474256
nsgaii,wfg7,sam_uniform,14,249,0.6595072252654471
nsgaii,wfg7,sam_uniform,15,249,0.6505023094397178
nsgaii,wfg7,sam_uniform,16,249,0.6669612516603375
nsgaii,wfg7,sam_uniform,17,249,0.6551177618951555
nsgaii,wfg7,sam_uniform,18,249,0.6615423612463812
nsgaii,wfg7,sam_uniform,19,249,0.652694856588849
nsgaii,wfg7,mut_dirichlet,0,249,0.6742739378718198
nsgaii,wfg7,mut_dirichlet,1,249,0.6746810265040679
nsgaii,wfg7,mut_dirichlet,2,249,0.6655413774255645
nsgaii,wfg7,mut_dirichlet,3,249,0.6599379061487656
nsgaii,wfg7,mut_dirichlet,4,249,0.6844216040772458
nsgaii,wfg7,mut_dirichlet,5,249,0.6716082976870005
nsgaii,wfg7,mut_dirichlet,6,249,0.6671027833761587
nsgaii,wfg7,mut_dirichlet,7,249,0.6686292179412829
nsgaii,wfg7,mut_dirichlet,8,249,0.6762571516659093
nsgaii,wfg7,mut_dirichlet,9,249,0.6612945691300413
nsgaii,wfg7,mut_dirichlet,10,249,0.6723146818652442
nsgaii,wfg7,mut_dirichlet,11,249,0.6681781937116354
nsgaii,wfg7,mut_dirichlet,12,249,0.6678505436444712
nsgaii,wfg7,mut_dirichlet,13,249,0.669325903771544
nsgaii,wfg7,mut_dirichlet,14,249,0.672978154941291
nsgaii,wfg7,mut_dirichlet,15,249,0.6703453467893004
nsgaii,wfg7,mut_dirichlet,16,249,0.6769922756444675
nsgaii,wfg7,mut_dirichlet,17,249,0.6784242027229709
nsgaii,wfg7,mut_dirichlet,18,249,0.6738758876201861
nsgaii,wfg7,mut_dirichlet,19,249,0.6667297139911337
nsgaii,wfg7,cross_spx,0,249,0.6172190336771701
nsgaii,wfg7,cross_spx,1,249,0.5451007327897152
nsgaii,wfg7,cross_spx,2,249,0.6228843567304975
nsgaii,wfg7,cross_spx,3,249,0.5921663420425272
