Algoritmo,Problema,Operador,Ejecucion,Generacion,HV_gen
nsgaii,wfg2,baseline,0,249,0.25998691557074033
nsgaii,wfg2,baseline,1,249,0.2803357646239196
nsgaii,wfg2,baseline,2,249,0.24323405979801294
nsgaii,wfg2,baseline,3,249,0.2753147730653729
nsgaii,wfg2,baseline,4,249,0.2740899686470377
nsgaii,wfg2,baseline,5,249,0.24047951444923937
nsgaii,wfg2,baseline,6,249,0.2823261796963865
nsgaii,wfg2,baseline,7,249,0.2837183417607527
nsgaii,wfg2,baseline,8,249,0.23252307124963523
nsgaii,wfg2,baseline,9,249,0.28353640918030254
nsgaii,wfg2,baseline,10,249,0.2826513257351956
nsgaii,wfg2,baseline,11,249,0.28298343635515333
nsgaii,wfg2,baseline,12,249,0.2284847490171252
nsgaii,wfg2,baseline,13,249,0.28056267897110965
nsgaii,wfg2,baseline,14,249,0.27768122114522054
nsgaii,wfg2,baseline,15,249,0.2781630264912618
nsgaii,wfg2,baseline,16,249,0.2743990136325699
nsgaii,wfg2,baseline,17,249,0.2810669986725831
nsgaii,wfg2,baseline,18,249,0.2820789522629299
nsgaii,wfg2,baseline,19,249,0.2823961702273668
nsgaii,wfg2,sam_energy,0,249,0.6899774465408108
nsgaii,wfg2,sam_energy,1,249,0.6820345397729556
nsgaii,wfg2,sam_energy,2,249,0.6901227197407791
nsgaii,wfg2,sam_energy,3,249,0.6225609886950183
nsgaii,wfg2,sam_energy,4,249,0.6880107973830462
nsgaii,wfg2,sam_energy,5,249,0.688573705672128
nsgaii,wfg2,sam_energy,6,249,0.6869106841282208
nsgaii,wfg2,sam_energy,7,249,0.6825568559936627
nsgaii,wfg2,sam_energy,8,249,0.6882770097802212
nsgaii,wfg2,sam_energy,9,249,0.6193028448799334
nsgaii,wfg2,sam_energy,10,249,0.6746894112593701
nsgaii,wfg2,sam_energy,11,249,0.6915017260171756
nsgaii,wfg2,sam_energy,12,249,0.6041620608605054
nsgaii,wfg2,sam_energy,13,249,0.6821073219648918
nsgaii,wfg2,sam_energy,14,249,0.6780987654656099
nsgaii,wfg2,sam_energy,15,249,0.6849786238355093
nsgaii,wfg2,sam_energy,16,249,0.6806076925761375
nsgaii,wfg2,sam_energy,17,249,0.6876899697090351
nsgaii,wfg2,sam_energy,18,249,0.6911851400207722
nsgaii,wfg2,sam_energy,19,249,0.6778853070788355
nsgaii,wfg2,sam_uniform,0,249,0.2740522992871612
nsgaii,wfg2,sam_uniform,1,249,0.27816092889160526
nsgaii,wfg2,sam_uniform,2,249,0.2796080828625195
nsgaii,wfg2,sam_uniform,3,249,0.28337440165163297
nsgaii,wfg2,sam_uniform,4,249,0.2810619180401567
nsgaii,wfg2,sam_uniform,5,249,0.2787630927023158
nsgaii,wfg2,sam_uniform,6,249,0.28368969405752376
nsgaii,wfg2,sam_uniform,7,249,0.28045352501576193
nsgaii,wfg2,sam_uniform,8,249,0.2813990447051381
nsgaii,wfg2,sam_uniform,9,249,0.27909137320008126
nsgaii,wfg2,sam_uniform,10,249,0.282699728908579
nsgaii,wfg2,sam_uniform,11,249,0.2833827837505656
nsgaii,wfg2,sam_uniform,12,249,0.27796200485848127
nsgaii,wfg2,sam_uniform,13,249,0.2780960147383788
nsgaii,wfg2,sam_uniform,14,249,0.279514506040101
nsgaii,wfg2,sam_uniform,15,249,0.2825751994959409
nsgaii,wfg2,sam_uniform,16,249,0.25103455940157526
