Algoritmo,Problema,Operador,Ejecucion,Generacion,HV_gen
nsgaii,wfg4,mut_dirichlet,17,249,0.5525961200772813
nsgaii,wfg4,mut_dirichlet,18,249,0.5737584673150242
nsgaii,wfg4,mut_dirichlet,19,249,0.5713495922566596
nsgaii,wfg4,cross_spx,0,249,0.4539266749722038
nsgaii,wfg4,cross_spx,1,249,0.43146979940437064
nsgaii,wfg4,cross_spx,2,249,0.4220988672037626
nsgaii,wfg4,cross_spx,3,249,0.4686304226174541
nsgaii,wfg4,cross_spx,4,249,0.46103384287226834
nsgaii,wfg4,cross_spx,5,249,0.438774378893116
nsgaii,wfg4,cross_spx,6,249,0.448375805625327
nsgaii,wfg4,cross_spx,7,249,0.4383067790480818
nsgaii,wfg4,cross_spx,8,249,0.46868395523964956
nsgaii,wfg4,cross_spx,9,249,0.45392228532284723
nsgaii,wfg4,cross_spx,10,249,0.4632109397862562
nsgaii,wfg4,cross_spx,11,249,0.48199825713502265
nsgaii,wfg4,cross_spx,12,249,0.450397948548002
nsgaii,wfg4,cross_spx,13,249,0.45165922798583935
nsgaii,wfg4,cross_spx,14,249,0.4300023362450368
nsgaii,wfg4,cross_spx,15,249,0.4725883147168394
nsgaii,wfg4,cross_spx,16,249,0.4871576803152651
nsgaii,wfg4,cross_spx,17,249,0.4646834024728745
nsgaii,wfg4,cross_spx,18,249,0.46914059493574256
nsgaii,wfg4,cross_spx,19,249,0.4817956714857652
