Algoritmo,Problema,Operador,Ejecucion,Generacion,HV_gen
nsgaii,wfg1,baseline,0,249,1.2080487984009505
nsgaii,wfg1,baseline,1,249,1.2049776750417611
nsgaii,wfg1,baseline,2,249,1.2008061149518199
nsgaii,wfg1,baseline,3,249,1.1951201242105698
nsgaii,wfg1,baseline,4,249,1.2078096497868873
nsgaii,wfg1,baseline,5,249,1.2042466470072721
nsgaii,wfg1,baseline,6,249,1.1909948518721358
nsgaii,wfg1,baseline,7,249,1.2012402030679639
nsgaii,wfg1,baseline,8,249,1.2030296984658215
nsgaii,wfg1,baseline,9,249,1.2069765711650275
nsgaii,wfg1,baseline,10,249,1.203068144961926
nsgaii,wfg1,baseline,11,249,1.1977864291852935
nsgaii,wfg1,baseline,12,249,1.203459819196876
nsgaii,wfg1,baseline,13,249,1.1968455508632942
nsgaii,wfg1,baseline,14,249,1.19794587212719
nsgaii,wfg1,baseline,15,249,1.2099944807285286
nsgaii,wfg1,baseline,16,249,1.2029653509202385
nsgaii,wfg1,baseline,17,249,1.2014228503514568
nsgaii,wfg1,baseline,18,249,1.19689625197049
nsgaii,wfg1,baseline,19,249,1.195749346033746
nsgaii,wfg1,sam_energy,0,249,1.1983548902367334
nsgaii,wfg1,sam_energy,1,249,1.1912386477291155
nsgaii,wfg1,sam_energy,2,249,1.1999409572764408
nsgaii,wfg1,sam_energy,3,249,1.1875164217609941
nsgaii,wfg1,sam_energy,4,249,1.197687625696644
nsgaii,wfg1,sam_energy,5,249,1.2057580596457163
nsgaii,wfg1,sam_energy,6,249,1.2066494998617636
nsgaii,wfg1,sam_energy,7,249,1.2054693822183087
nsgaii,wfg1,sam_energy,8,249,1.1965795717245507
nsgaii,wfg1,sam_energy,9,249,1.2060755463975372
nsgaii,wfg1,sam_energy,10,249,1.1806651733830806
nsgaii,wfg1,sam_energy,11,249,1.1982296893582154
nsgaii,wfg1,sam_energy,12,249,1.2017487692360136
nsgaii,wfg1,sam_energy,13,249,1.1922780019958112
nsgaii,wfg1,sam_energy,14,249,1.201590895836928
nsgaii,wfg1,sam_energy,15,249,1.2001936196795076
nsgaii,wfg1,sam_energy,16,249,1.1988291379074378
nsgaii,wfg1,sam_energy,17,249,1.2040338854447838
nsgaii,wfg1,sam_energy,18,249,1.2010518552866543
nsgaii,wfg1,sam_energy,19,249,1.1903890618372905
nsgaii,wfg1,sam_uniform,0,249,1.2078211664080483
nsgaii,wfg1,sam_uniform,1,249,1.1979352368679057
nsgaii,wfg1,sam_uniform,2,249,1.208272628436279
nsgaii,wfg1,sam_uniform,3,249,1.2035189265474209
nsgaii,wfg1,sam_uniform,4,249,1.2062891769630315
nsgaii,wfg1,sam_uniform,5,249,1.2032638592885583
nsgaii,wfg1,sam_uniform,6,249,1.1977735310204136
nsgaii,wfg1,sam_uniform,7,249,1.1958451012113829
nsgaii,wfg1,sam_uniform,8,249,1.202011379386727
nsgaii,wfg1,sam_uniform,9,249,1.2036980705828255
nsgaii,wfg1,sam_uniform,10,249,1.2104962748879258
nsgaii,wfg1,sam_uniform,11,249,1.2005894968182655
nsgaii,wfg1,sam_uniform,12,249,1.1955674321199328
nsgaii,wfg1,sam_uniform,13,249,1.2031579515632607
nsgaii,wfg1,sam_uniform,14,249,1.2090364045522093
nsgaii,wfg1,sam_uniform,15,249,1.1953951839028993
nsgaii,wfg1,sam_uniform,16,249,1.200150677064689
nsgaii,wfg1,sam_uniform,17,249,1.2090932238314889
nsgaii,wfg1,sam_uniform,18,249,1.2017987241142911
nsgaii,wfg1,sam_uniform,19,249,1.2011181816783831
nsgaii,wfg1,mut_dirichlet,0,249,1.2087687511027794
nsgaii,wfg1,mut_dirichlet,1,249,1.199827318570621
nsgaii,wfg1,mut_dirichlet,2,249,1.208091126776148
nsgaii,wfg1,mut_dirichlet,3,249,1.2055125423597348
nsgaii,wfg1,mut_dirichlet,4,249,1.2016603681222244
nsgaii,wfg1,mut_dirichlet,5,249,1.206385785250749
nsgaii,wfg1,mut_dirichlet,6,249,1.1956032605504618
nsgaii,wfg1,mut_dirichlet,7,249,1.2022517547797396
nsgaii,wfg1,mut_dirichlet,8,249,1.19291713554895
nsgaii,wfg1,mut_dirichlet,9,249,1.209632232153161
nsgaii,wfg1,mut_dirichlet,10,249,1.2064201334847267
nsgaii,wfg1,mut_dirichlet,11,249,1.1980008134624955
nsgaii,wfg1,mut_dirichlet,12,249,1.203547512540483
nsgaii,wfg1,mut_dirichlet,13,249,1.2063000387490939
nsgaii,wfg1,mut_dirichlet,14,249,1.2018228977216092
nsgaii,wfg1,mut_dirichlet,15,249,1.2049011412402033
nsgaii,wfg1,mut_dirichlet,16,249,1.2090815560657324
nsgaii,wfg1,mut_dirichlet,17,249,1.2058597666393553
nsgaii,wfg1,mut_dirichlet,18,249,1.2099927890531426
nsgaii,wfg1,mut_dirichlet,19,249,1.1954009741502865
nsgaii,wfg1,cross_spx,0,249,1.1583951830756167
nsgaii,wfg1,cross_spx,1,249,1.1578005225352828
nsgaii,wfg1,cross_spx,2,249,1.145512902063493
nsgaii,wfg1,cross_spx,3,249,1.1786991308124397
nsgaii,wfg1,cross_spx,4,249,1.17052302990888
nsgaii,wfg1,cross_spx,5,249,1.1763284255706934
nsgaii,wfg1,cross_spx,6,249,1.1733671563344177
nsgaii,wfg1,cross_spx,7,249,1.1614634853325594
nsgaii,wfg1,cross_spx,8,249,1.1557577355953503
nsgaii,wfg1,cross_spx,9,249,1.163013004413402
nsgaii,wfg1,cross_spx,10,249,1.160686265651116
nsgaii,wfg1,cross_spx,11,249,1.1630561620121678
nsgaii,wfg1,cross_spx,12,249,1.1705208127292936
nsgaii,wfg1,cross_spx,13,249,1.1669229097828349
nsgaii,wfg1,cross_spx,14,249,1.1706970857399017
nsgaii,wfg1,cross_spx,15,249,1.1728160755638422
nsgaii,wfg1,cross_spx,16,249,1.1810090820567447
nsgaii,wfg1,cross_spx,17,249,1.1782604345178982
nsgaii,wfg1,cross_spx,18,249,1.1533336103818708
nsgaii,wfg1,cross_spx,19,249,1.1369356601487348
