Algorithm,Problem,Operator,Execucion,Generation,HV_gen
nsgaii,zdt4,baseline,0,249,1.1903948003538916
nsgaii,zdt4,baseline,1,249,1.1978145318554503
nsgaii,zdt4,baseline,2,249,1.1898867771049146
nsgaii,zdt4,baseline,3,249,1.194567116388841
nsgaii,zdt4,baseline,4,249,1.1942274502411516
nsgaii,zdt4,baseline,5,249,1.1969565217183877
nsgaii,zdt4,baseline,6,249,1.1974115146264017
nsgaii,zdt4,baseline,7,249,1.197896347205025
nsgaii,zdt4,baseline,8,249,1.1960258856582309
nsgaii,zdt4,baseline,9,249,1.1973713015654077
nsgaii,zdt4,baseline,10,249,1.1987029637044317
nsgaii,zdt4,baseline,11,249,1.198150639437867
nsgaii,zdt4,baseline,12,249,1.1988180655945728
nsgaii,zdt4,baseline,13,249,1.1954718875569397
nsgaii,zdt4,baseline,14,249,1.1982975783146252
nsgaii,zdt4,baseline,15,249,1.1444151189599816
nsgaii,zdt4,baseline,16,249,1.1922945896984176
nsgaii,zdt4,baseline,17,249,1.197505436142503
nsgaii,zdt4,baseline,18,249,1.1978925588242872
nsgaii,zdt4,baseline,19,249,1.1980019844764527
nsgaii,zdt4,sam_energy,0,249,1.198410730955136
nsgaii,zdt4,sam_energy,1,249,1.1985182717723009
nsgaii,zdt4,sam_energy,2,249,1.1988522213364021
nsgaii,zdt4,sam_energy,3,249,1.198294504023456
nsgaii,zdt4,sam_energy,4,249,1.1992195801856993
nsgaii,zdt4,sam_energy,5,249,1.1957280952453162
nsgaii,zdt4,sam_energy,6,249,1.1947133067912064
nsgaii,zdt4,sam_energy,7,249,1.1990554277065708
nsgaii,zdt4,sam_energy,8,249,1.198389786478226
nsgaii,zdt4,sam_energy,9,249,1.1930591208005732
nsgaii,zdt4,sam_energy,10,249,1.1981683479047325
nsgaii,zdt4,sam_energy,11,249,1.198728123131513
nsgaii,zdt4,sam_energy,12,249,1.1981196056744203
nsgaii,zdt4,sam_energy,13,249,1.1962584305067394
nsgaii,zdt4,sam_energy,14,249,1.197311091894217
nsgaii,zdt4,sam_energy,15,249,1.199186436097552
nsgaii,zdt4,sam_energy,16,249,1.1982000969247846
nsgaii,zdt4,sam_energy,17,249,1.1990107583976717
nsgaii,zdt4,sam_energy,18,249,1.198525373422623
nsgaii,zdt4,sam_energy,19,249,1.1968645165223588
nsgaii,zdt4,sam_redd,0,249,1.1988970807265933
nsgaii,zdt4,sam_redd,1,249,1.197388288013072
